Product ID,Product Name,Category,Price,Quantity,Supplier,Supplier Contact,Items,Timestamp,Interaction Count
6022,they,Men's Clothing,29.19,69,"Campbell, Smith and Vaughan",kevin72@example.net,Leggins,7/23/2021 23:39,341
4412,family,Men's Shoes,75.12,38,"Hopkins, Rodgers and Dean",brendapierce@example.org,Shoes,3/11/2021 01:06,721
7654,hour,Men's Shoes,68.28,24,Willis-Nguyen,hfreeman@example.net,Formal Shoe,8/10/2020 04:58,827
3457,build,Women's Accessories,99.16,91,Rodriguez PLC,davidrichardson@example.com,Formal Shoe,1/25/2022 04:26,926
9427,open,Women's Accessories,24.77,108,Davidson and Sons,patriciamcintyre@example.org,Leggins,4/4/2021 19:25,306
7777,anything,Men's Clothing,38.2,122,"Jackson, Bailey and Small",dustinward@example.org,Shoes,12/2/2023 21:56,690
7720,major,Men's Accessories,34.7,21,Vaughn PLC,joshuamorton@example.com,Leggins,1/1/2023 08:01,53
9244,rock,Men's Accessories,30.66,136,"Harris, Johnson and Flores",kbyrd@example.net,Shoes,1/23/2021 19:07,978
4037,nothing,Men's Shoes,34.52,188,Kelly LLC,brookeanderson@example.net,Shoes,12/25/2020 02:56,168
4940,size,Men's Accessories,78.32,19,"Brown, Hutchinson and Lewis",wheelerkelly@example.com,Bracelet,11/3/2020 05:16,886
9000,say,Women's Clothing,27.55,82,Miller Inc,aprilmiller@example.org,Wrist Watch,1/15/2020 07:22,99
8257,term,Women's Clothing,14.34,179,Collins Inc,petersondustin@example.org,Bracelet,10/24/2023 22:19,46
3108,time,Men's Accessories,47.78,84,Williams LLC,brianhill@example.com,Bracelet,12/30/2020 05:52,344
3522,reveal,Men's Accessories,45.16,106,Dawson-Brown,porterdiana@example.org,Shoes,3/5/2023 10:20,934
6279,individual,Men's Clothing,20.33,154,Harrington-Mendoza,vincent68@example.com,Wrist Watch,3/21/2020 01:22,667
3290,decision,Men's Clothing,89.24,102,Franco-Cobb,zscott@example.com,Pant & shirt,11/9/2023 11:07,457
2687,wish,Men's Shoes,11.32,190,Copeland PLC,rayjoseph@example.com,Wrist Watch,11/1/2020 16:33,391
6696,as,Men's Accessories,35.66,105,"Garcia, Thomas and Shepard",jonesamanda@example.net,Formal Shoe,8/27/2020 07:15,848
8559,there,Women's Clothing,80.51,155,"Newton, White and Hayes",tracyroberts@example.net,Wrist Watch,5/30/2020 05:30,797
6168,his,Women's Clothing,93.97,62,"Wagner, Moore and Warner",john44@example.net,Pant & shirt,8/30/2021 13:33,628
8268,figure,Men's Accessories,69.31,84,Thompson PLC,henrymccoy@example.com,Leggins,11/29/2020 17:52,120
7790,unit,Women's Shoes,57.23,16,Miranda-Ortiz,chrismontoya@example.net,Pant & shirt,1/11/2023 17:02,282
2694,key,Men's Accessories,45.69,81,Archer-Vasquez,lewisbradley@example.net,Pant & shirt,4/17/2021 18:04,916
1635,hot,Women's Shoes,11.79,36,Lambert Inc,mmurphy@example.com,Formal Shoe,7/18/2022 21:46,123
4311,site,Women's Accessories,15.89,142,Orr and Sons,ssantos@example.org,Wrist Watch,9/29/2022 11:15,437
7218,dinner,Men's Shoes,70.92,15,"Nelson, Burns and Wilson",villarrealshane@example.net,Formal Shoe,2/28/2021 19:23,896
2269,consumer,Men's Clothing,57.25,77,Rodriguez-Martin,lrichardson@example.com,Leggins,11/4/2023 08:07,571
5648,year,Women's Shoes,12.11,35,Campbell Ltd,karentaylor@example.org,Leggins,1/15/2022 16:36,67
6620,modern,Men's Clothing,84.94,192,Caldwell LLC,benjaminwood@example.org,Bracelet,8/13/2023 23:54,357
7426,end,Women's Clothing,33.99,157,"Richardson, Smith and Le",austinjohnson@example.net,Shoes,9/17/2020 23:03,254
6786,door,Men's Accessories,75.3,11,"Davis, Jordan and Moore",anngutierrez@example.net,Wrist Watch,12/20/2022 18:31,6
8898,ask,Men's Clothing,48.51,115,"Clements, Hodges and Mason",calvinmaldonado@example.com,Pant & shirt,1/14/2020 13:57,713
2765,modern,Men's Shoes,11.44,56,"Zimmerman, Kim and Savage",kellybowman@example.net,Shoes,1/3/2023 05:26,363
9145,you,Women's Clothing,90.37,148,"Parsons, Thomas and Hodges",kellygreen@example.com,Leggins,6/7/2021 18:32,436
4047,population,Women's Clothing,60.1,139,Cole LLC,thomasamanda@example.net,Pant & shirt,5/14/2023 16:00,252
5003,both,Men's Clothing,60.65,75,"Tyler, Ramirez and Lee",garyking@example.net,Formal Shoe,12/24/2022 10:03,748
9164,worry,Men's Clothing,18.43,17,Parrish Inc,phillipsheather@example.org,Pant & shirt,2/5/2021 04:19,609
2469,so,Women's Accessories,42.09,85,Johnson and Sons,huffheather@example.com,Bracelet,5/1/2021 17:44,72
6002,against,Men's Shoes,16.04,129,Jones-Michael,markrobertson@example.net,Bracelet,7/29/2023 16:20,703
1211,lay,Women's Accessories,29.39,36,Maynard-Guerrero,icarter@example.com,Pant & shirt,10/18/2021 05:28,52
1396,easy,Men's Accessories,40.7,127,"Lyons, Perez and Jensen",gabriela59@example.com,Leggins,5/25/2022 16:31,613
1251,my,Women's Shoes,93.14,130,Mason-Medina,rtaylor@example.net,Pant & shirt,1/30/2022 16:10,375
1299,charge,Men's Shoes,80.36,121,Tyler-Patterson,richard49@example.com,Wrist Watch,4/3/2022 00:25,228
6004,major,Women's Clothing,24.63,110,Allen-Smith,brendasalazar@example.org,Pant & shirt,12/6/2021 01:22,168
1458,simple,Women's Accessories,56.21,64,Ross-Robertson,terri62@example.org,Bracelet,4/15/2020 13:43,846
8611,institution,Men's Accessories,14.28,10,"Garner, Kelly and Hayes",michael54@example.com,Formal Shoe,8/29/2021 15:37,927
6155,yes,Women's Accessories,35.82,143,"Meyer, Flores and Freeman",ruthsanchez@example.org,Leggins,1/2/2022 23:54,167
5785,example,Women's Accessories,25.74,54,Santiago Inc,robertbray@example.net,Shoes,5/21/2021 06:19,377
2999,possible,Men's Shoes,46.6,152,Tyler-Griffin,qstokes@example.com,Shoes,3/23/2020 18:09,511
3741,culture,Men's Clothing,43.79,139,"Wilcox, Foster and Frey",deborah55@example.org,Wrist Watch,4/8/2020 16:11,180
2337,himself,Men's Accessories,10.05,82,Smith Group,brewercathy@example.com,Formal Shoe,1/26/2021 15:50,674
3216,light,Men's Clothing,96.46,152,Schmidt LLC,samuel79@example.org,Pant & shirt,2/5/2021 00:17,692
2047,determine,Women's Clothing,80.22,127,"Rice, Clark and Wolf",millerronald@example.org,Pant & shirt,10/8/2023 04:50,876
1341,view,Men's Accessories,21.81,196,Morgan-Fernandez,teresastevens@example.org,Wrist Watch,7/25/2022 01:24,884
8040,consider,Men's Clothing,97.17,183,Ramirez Inc,davidconner@example.com,Wrist Watch,2/22/2021 08:58,807
6658,teach,Women's Accessories,87.51,19,"Bowen, Blanchard and Rogers",lmelton@example.org,Shoes,12/28/2021 19:37,798
3872,partner,Men's Accessories,51.04,171,"Ramirez, Johnson and Parrish",jillianchristian@example.org,Wrist Watch,6/22/2020 18:08,29
3759,beyond,Men's Accessories,71.01,186,Rasmussen and Sons,thomas98@example.net,Pant & shirt,5/22/2023 14:03,182
8018,three,Men's Shoes,60.57,73,"Payne, Perez and Saunders",john51@example.com,Pant & shirt,1/20/2021 18:42,540
1956,season,Women's Accessories,87.9,52,Andrade-Cannon,brandtbrandon@example.org,Shoes,5/16/2023 11:39,820
1897,maybe,Men's Clothing,74.02,147,"Arias, Obrien and Cline",donaldthompson@example.org,Bracelet,4/14/2022 12:31,366
2062,apply,Men's Shoes,38.55,136,Smith Ltd,morenomargaret@example.com,Leggins,7/9/2020 11:53,966
2193,agent,Women's Accessories,25.46,71,"Stafford, Bennett and Green",nicholasorozco@example.org,Leggins,9/5/2023 17:39,527
5127,enough,Men's Accessories,13.67,77,"Robertson, Friedman and Walker",bendereric@example.net,Wrist Watch,7/28/2023 13:54,156
9700,people,Men's Accessories,92.06,48,"Meyers, Fields and Butler",singletonrobert@example.net,Bracelet,5/21/2023 13:08,658
3486,during,Men's Clothing,93.69,132,Snow-Harrington,anthonyhernandez@example.org,Wrist Watch,12/2/2021 04:39,529
5789,important,Women's Accessories,94.13,12,Simpson and Sons,iwaters@example.com,Pant & shirt,9/14/2023 10:44,614
6122,ago,Men's Clothing,39.73,163,Thompson-Cruz,stran@example.net,Shoes,5/9/2023 12:32,581
2584,participant,Men's Clothing,72.68,141,White Inc,kellymacias@example.net,Leggins,1/25/2021 04:52,441
9459,all,Men's Clothing,57.03,165,Torres-Harrison,kjensen@example.com,Pant & shirt,6/8/2020 21:01,651
3814,rate,Men's Shoes,43.94,188,Richards LLC,moralesgeorge@example.com,Wrist Watch,1/20/2022 21:57,686
5218,involve,Women's Shoes,25.9,178,"Lane, Bell and Padilla",fvaldez@example.com,Bracelet,3/7/2023 20:34,270
2304,guess,Women's Shoes,88.13,151,Foster-Smith,matthew31@example.net,Pant & shirt,12/23/2021 06:26,877
1889,throughout,Men's Shoes,32.81,107,"Davis, Schmidt and Lee",cassidy78@example.net,Bracelet,4/30/2023 18:21,284
2365,determine,Men's Accessories,51.79,40,"Miller, Fuller and Serrano",destiny01@example.org,Formal Shoe,8/2/2020 14:52,978
9766,event,Men's Shoes,47.81,82,"Butler, Vincent and Mitchell",qphelps@example.org,Formal Shoe,1/16/2022 16:39,867
4336,likely,Men's Accessories,84.37,161,Navarro-Wyatt,fsteele@example.net,Bracelet,7/29/2021 21:14,273
7844,reduce,Men's Accessories,15.05,163,"Smith, Wood and Ruiz",bakervictor@example.org,Pant & shirt,3/30/2020 02:01,338
3121,game,Women's Accessories,40.89,188,Franklin-Adams,diazjames@example.org,Wrist Watch,3/26/2020 20:03,571
8444,society,Men's Clothing,79.02,56,"Hicks, Le and Castillo",nortonlaura@example.org,Pant & shirt,7/16/2023 19:30,435
8519,skill,Men's Clothing,81.49,118,Washington Ltd,vjones@example.net,Wrist Watch,3/4/2022 17:59,393
3887,recent,Women's Clothing,50.29,51,Harris PLC,diazsusan@example.org,Pant & shirt,3/22/2021 10:27,324
1037,marriage,Women's Clothing,49.88,97,Doyle Group,michael59@example.com,Formal Shoe,3/4/2023 13:29,622
7130,according,Men's Shoes,82.78,164,"Davila, Haynes and Hebert",paige82@example.org,Formal Shoe,5/16/2022 03:02,156
8294,fill,Women's Accessories,52.35,98,Thompson-Bright,keithnelson@example.com,Shoes,6/11/2021 20:11,124
3214,east,Women's Accessories,92.94,190,Carroll-Gibson,thomasjuan@example.org,Shoes,11/20/2023 04:13,314
3473,various,Men's Accessories,14.39,61,Lee-Ward,dominique73@example.net,Pant & shirt,9/14/2021 17:49,279
9339,cut,Men's Clothing,20.6,187,"Levy, Thompson and Fitzgerald",oharrington@example.org,Wrist Watch,3/11/2023 01:26,895
1716,television,Men's Clothing,53.44,172,Roberts-Morris,qbaldwin@example.org,Shoes,3/2/2021 14:57,320
9894,beautiful,Women's Shoes,59.86,48,Davis LLC,santiagorebecca@example.org,Pant & shirt,4/21/2020 08:24,671
2587,value,Women's Shoes,86.36,11,James PLC,xcarpenter@example.org,Wrist Watch,6/13/2022 06:07,287
2955,network,Women's Shoes,91.57,164,"Bennett, Mills and Hinton",jwerner@example.net,Pant & shirt,5/25/2022 06:01,789
2233,ahead,Women's Accessories,26.49,151,Roy Group,cjimenez@example.com,Wrist Watch,10/29/2022 15:45,980
7196,later,Women's Clothing,69.74,18,"White, Arnold and Daniels",piercechelsea@example.com,Wrist Watch,10/5/2021 02:56,953
6025,wide,Men's Clothing,14.52,195,Martin Group,msmith@example.net,Leggins,10/6/2021 20:18,292
5256,officer,Women's Clothing,95.34,138,Turner-Harris,wjones@example.org,Formal Shoe,7/16/2021 16:59,373
1904,allow,Men's Accessories,35.27,97,Sanchez-Wilson,derek00@example.net,Formal Shoe,6/11/2020 20:36,20
6786,trouble,Women's Shoes,43.04,184,"Castro, Wallace and Werner",matthewhutchinson@example.com,Leggins,4/3/2020 06:15,392
1921,including,Men's Shoes,54.83,133,"Walker, Dawson and Murray",mia58@example.org,Leggins,2/6/2023 23:51,806
1380,decide,Women's Shoes,55.62,16,"Ramos, Green and Ortiz",cynthiamartin@example.net,Bracelet,6/30/2022 09:39,494
1293,generation,Women's Shoes,59.55,61,Freeman LLC,barbara81@example.com,Pant & shirt,1/17/2023 17:00,462
9883,song,Women's Shoes,58.98,88,Oneill-Berg,gallagherderek@example.net,Formal Shoe,3/16/2023 23:18,207
3742,father,Women's Clothing,74.75,63,Cook Group,whitebrian@example.org,Wrist Watch,5/28/2022 22:56,811
7633,risk,Women's Clothing,67.79,181,Wright Inc,nicholas16@example.net,Wrist Watch,10/20/2023 00:27,643
9332,or,Men's Accessories,84.86,42,"Baker, Perkins and Lee",michael99@example.org,Leggins,12/19/2021 02:26,446
8759,theory,Men's Accessories,33.95,130,Smith-Velasquez,wisedonald@example.net,Shoes,6/16/2022 09:34,404
1170,election,Men's Clothing,67.18,169,Morris Group,charlesrice@example.net,Leggins,2/28/2023 10:16,621
9326,another,Women's Accessories,52.01,162,Taylor-Jones,uingram@example.com,Leggins,5/8/2023 08:19,403
7418,sometimes,Men's Clothing,43.21,104,Gomez and Sons,bullockchristopher@example.org,Pant & shirt,6/18/2022 07:10,657
9471,sometimes,Women's Accessories,61.6,67,Parker Ltd,doylekyle@example.org,Shoes,8/18/2022 07:27,189
9801,technology,Men's Shoes,81.33,174,Hubbard Ltd,davidlee@example.net,Pant & shirt,9/23/2022 16:18,381
3540,itself,Women's Shoes,37.65,173,"Torres, Preston and Davis",tracyparks@example.com,Wrist Watch,12/1/2022 00:13,146
9023,ago,Women's Shoes,71.46,88,Carroll-Coleman,stevenbarnett@example.org,Wrist Watch,11/24/2023 16:33,901
2678,recently,Men's Clothing,20.13,70,Washington-Morris,pmcdonald@example.org,Formal Shoe,7/6/2021 17:12,304
5238,enough,Women's Clothing,10.91,134,Wright and Sons,emily67@example.org,Bracelet,9/19/2023 15:21,313
5184,along,Women's Shoes,80.02,52,Jones Ltd,obrock@example.net,Leggins,4/10/2020 17:07,252
3247,know,Men's Accessories,15.19,146,"Black, Jones and Thornton",sarah34@example.com,Leggins,11/30/2020 14:35,851
9833,bad,Women's Shoes,29.68,147,Tate and Sons,michael39@example.org,Pant & shirt,1/22/2021 20:36,497
3074,take,Men's Clothing,59.59,199,Brady and Sons,michael50@example.org,Leggins,3/30/2022 09:46,698
7465,lay,Men's Shoes,15.99,103,Chan-Richardson,laurasmith@example.org,Shoes,3/30/2021 04:11,470
1938,wind,Men's Shoes,35.52,60,Holland Group,jessicaramos@example.com,Bracelet,7/9/2022 17:32,280
7755,describe,Men's Clothing,81.57,62,Jones Inc,karijones@example.net,Shoes,9/18/2020 10:37,372
3517,give,Women's Shoes,29.18,46,Rivera-Finley,debramonroe@example.org,Pant & shirt,9/5/2020 12:54,775
8791,result,Women's Accessories,17.5,124,Gray and Sons,samanthawilliams@example.org,Wrist Watch,12/21/2023 19:56,328
5010,two,Women's Shoes,17.93,24,"Bishop, Garcia and Holden",michele78@example.org,Wrist Watch,5/20/2020 18:55,742
2043,sea,Women's Shoes,26.25,126,"Oliver, May and Lang",jasmincraig@example.org,Shoes,12/24/2021 21:26,793
5860,ahead,Men's Clothing,92.62,22,"Lewis, Lambert and Greene",matthewmcclain@example.net,Bracelet,5/16/2022 11:50,42
5330,at,Women's Clothing,97.99,97,Garcia Group,josecastro@example.org,Leggins,2/23/2021 03:50,802
3449,sport,Women's Accessories,66.73,101,"Crawford, Taylor and Jones",ryanmackenzie@example.org,Leggins,4/24/2022 20:38,411
8578,television,Men's Accessories,35.57,92,Buck Ltd,kdunn@example.net,Shoes,10/31/2020 21:06,75
4655,step,Women's Shoes,19.38,132,Rodriguez-Sullivan,ashley58@example.com,Pant & shirt,5/20/2022 23:12,276
3140,face,Men's Accessories,83.58,95,Ramos LLC,dhoffman@example.com,Formal Shoe,2/11/2020 11:03,322
6028,film,Men's Accessories,74.9,190,Miller Inc,robertrojas@example.com,Pant & shirt,2/23/2021 00:56,626
2444,letter,Women's Shoes,81.76,17,"Anderson, Phillips and Dunlap",marylewis@example.net,Bracelet,2/9/2020 23:34,285
3527,purpose,Women's Clothing,51.51,69,Williamson and Sons,mendezmolly@example.org,Pant & shirt,12/14/2023 06:11,714
4753,glass,Women's Clothing,56.5,80,Cruz Inc,marie17@example.org,Leggins,4/21/2021 03:07,386
8464,note,Men's Clothing,94.26,172,"Burns, Morgan and Wagner",roblesaaron@example.org,Shoes,8/31/2022 10:16,941
3192,hand,Men's Shoes,84.86,33,Guerrero-Thornton,abridges@example.net,Leggins,6/2/2022 22:19,437
2366,camera,Women's Clothing,75.05,182,Price-Shaw,brad72@example.net,Formal Shoe,5/9/2023 16:55,737
2277,activity,Men's Shoes,91.04,172,"Mcbride, Thompson and Ramos",linda16@example.com,Bracelet,1/21/2022 21:25,238
6917,especially,Women's Clothing,10.76,19,Bennett-Sullivan,lisa44@example.org,Leggins,4/21/2023 07:41,198
4419,seem,Men's Accessories,95.46,120,Ayala LLC,dclark@example.com,Leggins,10/26/2020 23:55,51
1900,card,Women's Clothing,29.78,114,Rowe-Moses,tammy82@example.net,Leggins,12/4/2020 06:16,740
5534,call,Women's Shoes,41.96,129,Graham Ltd,jamescollins@example.com,Formal Shoe,3/5/2021 06:53,898
7872,here,Men's Accessories,22.8,194,Smith-Smith,thomasjulie@example.org,Bracelet,1/22/2022 13:13,319
6480,heavy,Men's Clothing,76.97,40,Cuevas-Robinson,danielleholloway@example.com,Pant & shirt,9/22/2021 08:42,15
5052,be,Men's Accessories,99.48,69,Reynolds-Peterson,cgonzalez@example.org,Shoes,7/20/2023 06:45,328
5741,audience,Men's Clothing,71.43,82,"Martinez, Taylor and Hughes",nlopez@example.org,Pant & shirt,8/11/2023 23:29,774
3491,here,Women's Shoes,32.09,131,Smith-Garza,danieljeffrey@example.net,Formal Shoe,2/17/2021 12:14,721
2793,mention,Women's Shoes,97.1,116,"Scott, Davidson and Romero",imoody@example.org,Formal Shoe,10/11/2020 00:45,717
1771,show,Men's Clothing,35.13,197,"Davila, Fisher and Aguirre",ngriffith@example.net,Pant & shirt,9/22/2023 17:18,47
8568,protect,Women's Clothing,59.56,98,"Gallegos, Lee and Walker",ogeorge@example.com,Bracelet,9/5/2023 08:29,103
3423,cut,Men's Clothing,51.81,191,Howard Inc,billywheeler@example.com,Bracelet,7/14/2023 00:43,128
2320,cause,Women's Clothing,52.32,126,"Martinez, Gomez and Cortez",omarbrown@example.net,Shoes,10/21/2022 01:51,441
3506,option,Women's Shoes,41.88,175,Jackson-Wright,jamie30@example.org,Wrist Watch,5/15/2021 12:37,20
4861,big,Women's Accessories,91.21,88,"Jenkins, Hoffman and Mcknight",sheila37@example.net,Shoes,6/17/2020 13:28,805
8556,imagine,Men's Accessories,39.97,116,Petty-Hughes,manuel61@example.com,Formal Shoe,8/7/2021 15:48,598
5085,hot,Women's Shoes,89.82,178,"Callahan, Oliver and Williams",arroyosara@example.com,Shoes,11/19/2020 18:50,397
6051,measure,Women's Accessories,82.47,102,Wood-Cervantes,thomaswalter@example.com,Shoes,2/27/2021 20:52,148
9323,guy,Men's Accessories,84.88,125,Guzman-Collins,staceyduran@example.org,Bracelet,3/15/2022 22:07,485
9235,involve,Men's Clothing,43.61,145,Daniels Ltd,brendanlee@example.net,Wrist Watch,8/16/2022 04:00,594
9907,reason,Men's Accessories,58.81,24,Johnson and Sons,sparkskathleen@example.net,Formal Shoe,12/30/2023 19:25,576
1769,mother,Men's Accessories,67.18,184,"Turner, Kemp and Wolfe",christophermartin@example.net,Wrist Watch,9/18/2021 20:38,50
8006,fact,Women's Clothing,68.17,185,"King, West and Edwards",hawkinsryan@example.net,Leggins,4/28/2022 04:53,147
