Product ID,Product Name,Category,Price,Quantity,Supplier,Supplier Contact,Items
9072,church,Men's Clothing,36.42,175,Stevens LLC,lclark@example.net,Leggins
4321,community,Men's Accessories,11.11,22,Hood-Brown,wilsonjeff@example.org,Shoes
4881,city,Women's Clothing,57.83,95,"Hicks, Parker and Moore",kimberly01@example.net,Shoes
6249,writer,Men's Accessories,67.81,54,Fields PLC,amy28@example.net,Pant & shirt
4683,easy,Men's Shoes,63.58,200,Fuentes-Gonzalez,crystalwarren@example.org,Shoes
1957,stock,Men's Shoes,25.25,173,Greene-Ward,donnamaddox@example.net,Leggins
9340,bring,Women's Accessories,98.18,23,"Smith, Sharp and Stark",jasonwebb@example.org,Leggins
1817,rise,Men's Accessories,47.51,136,"Jones, Snow and Allen",reyesstacey@example.com,Bracelet
4082,four,Men's Clothing,76.94,127,"Ruiz, Bray and Duncan",jamieyoung@example.com,Wrist Watch
3866,blue,Women's Shoes,63.6,194,Turner Ltd,brownvanessa@example.com,Formal Shoe
5876,science,Women's Clothing,78.05,21,Ali Group,jonesmary@example.org,Formal Shoe
5970,draw,Women's Accessories,63.48,102,Knight Ltd,tonya59@example.com,Formal Shoe
4154,work,Women's Clothing,89.6,103,"Charles, Clark and Pena",jennifer85@example.org,Wrist Watch
4499,garden,Women's Clothing,91.09,155,Romero Group,bsandoval@example.org,Formal Shoe
2833,relationship,Men's Shoes,86.94,193,Sampson-Sanders,wmiller@example.net,Wrist Watch
2753,every,Women's Accessories,10.4,61,Pennington Group,emilybenitez@example.net,Formal Shoe
2155,wide,Men's Accessories,48.26,37,Boyd PLC,sarah80@example.net,Shoes
8339,sit,Women's Shoes,93.7,183,Taylor Ltd,hmejia@example.com,Leggins
2403,real,Men's Clothing,51.37,64,Maxwell-Herrera,zlopez@example.org,Bracelet
1066,group,Men's Accessories,78.75,149,Russell Ltd,underwoodanita@example.com,Bracelet
7391,government,Women's Clothing,79.56,188,Vincent-Davis,lisaanderson@example.com,Shoes
2785,company,Men's Clothing,78.37,149,Fox-Barnett,srogers@example.net,Bracelet
7026,he,Men's Accessories,70.32,10,Flores-Colon,ugoodwin@example.net,Pant & shirt
8949,drug,Women's Shoes,21.03,38,"Wilcox, Dixon and Jones",travissara@example.net,Leggins
9612,kind,Women's Accessories,89.38,196,Thornton-Gregory,maxwelljacqueline@example.net,Pant & shirt
9724,help,Men's Clothing,55.5,123,Perez-Chavez,elizabeth54@example.org,Formal Shoe
1408,local,Women's Accessories,99.8,64,"Young, Craig and Phillips",robertsherman@example.org,Pant & shirt
6372,say,Men's Clothing,21.39,159,Meyer-Ford,aaron92@example.com,Wrist Watch
4589,stay,Women's Shoes,90.7,198,"Smith, Anderson and Robertson",nicolelivingston@example.org,Formal Shoe
8457,early,Men's Shoes,43.75,46,"Williamson, Holmes and Stokes",amygibson@example.org,Wrist Watch
6416,avoid,Men's Shoes,94.96,64,Hall-Collins,lelliott@example.com,Bracelet
1166,south,Women's Clothing,30.34,23,Coleman Inc,scottperez@example.net,Leggins
1611,growth,Women's Shoes,37.59,146,Ho-Taylor,robert86@example.org,Bracelet
9947,painting,Women's Shoes,13.71,171,Durham-Hernandez,regina31@example.net,Pant & shirt
2937,discussion,Women's Accessories,46.08,125,Morgan LLC,katherine49@example.net,Leggins
6322,east,Men's Shoes,51.12,195,"Kelly, Waters and Hernandez",iduarte@example.org,Formal Shoe
9661,exist,Women's Shoes,89.3,16,Stanley PLC,sanchezbrianna@example.com,Bracelet
7974,through,Men's Shoes,22.89,111,Mccarthy-Mitchell,rdouglas@example.com,Bracelet
2388,each,Men's Clothing,45.67,17,Brewer-Woods,chavezrenee@example.com,Leggins
9841,right,Men's Shoes,49.94,115,"Ward, Morgan and Mcdaniel",dawn37@example.com,Shoes
4359,economic,Women's Shoes,38,51,Rogers-Alexander,nbennett@example.net,Formal Shoe
8544,front,Men's Clothing,72.98,125,"Rice, Gonzalez and Fuller",wilkinsamy@example.com,Wrist Watch
8415,book,Women's Clothing,71.59,116,Turner Group,hoconnell@example.net,Shoes
7445,include,Men's Shoes,65.19,97,Robinson-Thomas,sandershannah@example.org,Formal Shoe
2861,gun,Women's Shoes,93.32,73,"Becker, Hogan and Matthews",romandarryl@example.org,Pant & shirt
5041,four,Women's Accessories,91.15,117,Walker Ltd,connerscott@example.org,Shoes
4574,left,Men's Accessories,33.16,178,Walsh Ltd,audreyenglish@example.org,Bracelet
4350,life,Men's Accessories,74.18,11,Davis Inc,harriskelly@example.net,Wrist Watch
6026,various,Women's Shoes,85.32,54,Daniels-Gonzalez,masseybradley@example.com,Pant & shirt
7315,back,Men's Shoes,39.73,55,Harris-Ramsey,dylanallen@example.org,Bracelet
3647,popular,Women's Shoes,28.58,102,Cordova Group,pcarr@example.net,Wrist Watch
3371,yard,Men's Clothing,89.47,192,"Jordan, Gardner and Mccann",fthompson@example.org,Bracelet
4010,deep,Men's Shoes,67.2,48,Alexander-Thomas,brooksjoseph@example.com,Shoes
8811,until,Men's Accessories,46.26,154,"Wiggins, Jackson and Mckay",phess@example.org,Leggins
8998,return,Women's Clothing,78.48,180,Joseph-Richmond,eherring@example.com,Formal Shoe
5308,shoulder,Women's Accessories,96.26,103,"Lucas, Phillips and Mcintyre",browningstacey@example.com,Pant & shirt
5179,music,Men's Accessories,87.61,75,Aguilar-Williams,llawson@example.org,Leggins
2135,left,Women's Accessories,81.47,159,James Ltd,debrabryant@example.org,Shoes
7508,listen,Women's Accessories,96.66,194,Duran Inc,tim30@example.net,Pant & shirt
4576,space,Men's Clothing,12.14,40,Schultz-Sexton,levinekyle@example.net,Bracelet
4271,like,Men's Clothing,87.97,51,"Cook, Smith and Davis",christhomas@example.net,Leggins
6333,his,Men's Accessories,45.62,40,"Stevens, Riley and Coleman",colleen17@example.org,Leggins
5271,will,Women's Accessories,18.77,98,"Wells, Phillips and Johnson",katherine53@example.com,Bracelet
7473,lot,Women's Accessories,98.5,32,Johnson Inc,antoniowilson@example.net,Bracelet
5690,two,Women's Accessories,28.2,179,Kim Group,carpenterguy@example.org,Shoes
2957,year,Men's Shoes,29.11,178,"Zamora, Mckee and Aguilar",scott84@example.net,Formal Shoe
6909,age,Men's Shoes,87.91,117,Smith and Sons,ubrown@example.com,Formal Shoe
6978,only,Men's Shoes,64.59,133,Clark Group,smithkelsey@example.com,Pant & shirt
1088,scientist,Men's Shoes,40.79,56,Hoffman-Flores,anthony61@example.org,Formal Shoe
4094,allow,Men's Shoes,56.47,164,Case and Sons,mccartykathy@example.com,Pant & shirt
8789,decide,Women's Accessories,20.28,114,Ward-Lang,wardlisa@example.com,Wrist Watch
9167,field,Men's Clothing,50.15,105,Warner and Sons,douglas85@example.com,Wrist Watch
6281,model,Women's Clothing,66.28,30,Burton-Meyer,sgonzales@example.org,Leggins
1408,issue,Women's Shoes,44.57,37,"Guerra, Prince and Perez",megan53@example.com,Leggins
4535,recognize,Women's Clothing,76.85,138,"Guerra, Sanchez and Matthews",stevesoto@example.net,Bracelet
8535,right,Men's Accessories,70.16,30,Stevenson Ltd,rachelanderson@example.org,Formal Shoe
3336,value,Men's Shoes,91.81,100,Thompson LLC,qking@example.org,Bracelet
5387,medical,Men's Clothing,95.62,34,"Carlson, Dunlap and Howard",anthonytaylor@example.com,Pant & shirt
9191,somebody,Women's Shoes,85.87,192,"Payne, Gillespie and Martin",reynoldsmichael@example.net,Bracelet
9175,store,Men's Shoes,27.94,189,Kemp PLC,aliciaturner@example.com,Pant & shirt
3978,building,Women's Clothing,86.29,30,"Johnson, Griffin and French",espinozasamantha@example.com,Pant & shirt
7506,health,Men's Shoes,70.52,60,Wolfe-Pearson,csmith@example.org,Bracelet
4210,mean,Women's Clothing,98.03,87,"White, Baker and Smith",devondrake@example.com,Leggins
8118,cover,Women's Clothing,45.26,112,"Kane, Wright and Diaz",kimberly81@example.com,Formal Shoe
9860,actually,Men's Shoes,99.93,178,Cruz Group,padams@example.com,Formal Shoe
4829,economy,Men's Accessories,20.38,121,"Parker, Stone and Lee",heatherrose@example.com,Pant & shirt
6083,beautiful,Women's Clothing,58.94,47,Howard-Green,maria12@example.org,Formal Shoe
4123,beat,Women's Shoes,34.95,172,Haynes-Beard,ksmith@example.org,Shoes
3964,stock,Women's Shoes,26.91,70,Clark Ltd,marymartin@example.org,Pant & shirt
8815,house,Women's Clothing,54.58,15,"Thornton, Lopez and Taylor",swilson@example.com,Leggins
2153,quickly,Women's Shoes,74.03,110,Avila Inc,wadams@example.com,Wrist Watch
3616,car,Men's Shoes,29.73,50,Webb LLC,qpowell@example.net,Shoes
9636,and,Women's Clothing,27.61,37,"Davis, Barber and Peters",sjohnson@example.com,Shoes
5886,within,Women's Accessories,55.8,125,"Wallace, Cardenas and Williams",annacohen@example.com,Pant & shirt
8069,four,Men's Shoes,75.7,101,Villegas-Whitaker,hcervantes@example.com,Wrist Watch
4235,despite,Women's Clothing,92.74,158,"Moody, Taylor and Yates",fgonzales@example.net,Leggins
3077,drop,Women's Clothing,91.59,42,Allen Inc,johnreed@example.net,Pant & shirt
5259,time,Women's Shoes,80.2,175,James-Frazier,christianpreston@example.org,Leggins
5373,above,Women's Shoes,94.02,97,Clements PLC,kimberly69@example.org,Leggins
7381,accept,Men's Shoes,87.81,149,Costa Ltd,lesliemurphy@example.org,Bracelet
2546,friend,Women's Shoes,80.44,91,"Gregory, Diaz and Perry",carrkyle@example.com,Shoes
6856,plant,Men's Shoes,17.52,109,Little-Atkins,fcampbell@example.org,Pant & shirt
5781,safe,Women's Shoes,92.15,52,Kerr LLC,swashington@example.org,Pant & shirt
9520,which,Women's Shoes,66.38,115,Griffith PLC,odunn@example.net,Leggins
2705,quite,Men's Accessories,88.62,104,Lara Ltd,cruzdavid@example.com,Shoes
7683,gun,Women's Shoes,41.69,96,"Roberts, Duncan and Castillo",carlosdean@example.com,Bracelet
3796,now,Men's Accessories,49.04,88,"Campos, Wilcox and Fuller",bonnie53@example.com,Bracelet
1110,little,Men's Accessories,89.7,174,Ashley LLC,blackpamela@example.net,Bracelet
5001,bad,Men's Clothing,65.53,123,Shields Group,stewartamy@example.net,Bracelet
5343,show,Men's Accessories,75.6,148,Bullock Ltd,paulgraves@example.org,Pant & shirt
4171,other,Men's Shoes,51.88,178,Mitchell-Bryan,justin67@example.com,Formal Shoe
1773,boy,Men's Clothing,14.5,147,"Gill, Hawkins and Jackson",myersbrett@example.net,Leggins
1220,wind,Women's Shoes,82.82,159,"Avila, Stein and Mckenzie",sgordon@example.com,Formal Shoe
5636,state,Men's Clothing,34.93,133,Stanley-Hudson,swalls@example.net,Formal Shoe
6172,coach,Women's Shoes,52.8,169,"Moore, Hall and Russell",joelalexander@example.org,Shoes
1138,hospital,Women's Clothing,45.43,67,Nelson-Quinn,john83@example.org,Leggins
9907,issue,Women's Accessories,29.01,22,Garcia-Rice,spencer94@example.com,Bracelet
4413,ground,Women's Accessories,11.89,53,"Davis, Ward and Daniels",hollandalexis@example.org,Wrist Watch
8664,fine,Women's Shoes,69.75,70,Webb Ltd,nancybrown@example.net,Wrist Watch
2738,one,Women's Clothing,35.51,100,Rodriguez-Johnson,benjamin41@example.com,Leggins
6808,summer,Men's Accessories,74.07,139,Stewart and Sons,robert73@example.net,Shoes
5376,finish,Men's Shoes,46.85,112,Warren and Sons,dbrock@example.org,Formal Shoe
7073,side,Men's Shoes,74.4,163,Rosario-Bray,kimberlythompson@example.net,Formal Shoe
9168,majority,Men's Clothing,39.87,106,Garcia Inc,thomas57@example.net,Shoes
2600,want,Women's Clothing,73.36,94,Hubbard Group,chad96@example.org,Bracelet
6630,safe,Men's Accessories,87.45,172,Willis Group,alicia63@example.com,Wrist Watch
3881,be,Men's Clothing,59.26,90,Joseph Ltd,lisapatterson@example.com,Bracelet
8279,stop,Men's Accessories,16.38,100,"Hartman, Smith and Harrison",chavezryan@example.org,Shoes
1529,thought,Women's Accessories,39.22,132,"Martin, Fernandez and Mitchell",rodriguezanthony@example.net,Pant & shirt
9074,already,Men's Shoes,71,137,Williams LLC,zwallace@example.net,Shoes
9581,range,Women's Clothing,23.96,20,"Jackson, Buck and Berg",avilla@example.net,Formal Shoe
2069,while,Women's Accessories,60.63,99,Faulkner-Hopkins,rosalesjames@example.com,Wrist Watch
4640,find,Women's Accessories,83.16,95,Moon-Coleman,millerstephanie@example.net,Formal Shoe
8965,put,Men's Clothing,47.09,167,Evans PLC,gary31@example.net,Bracelet
7977,any,Women's Shoes,66.64,110,Ewing-Wolf,baldwinlarry@example.org,Pant & shirt
2467,but,Women's Shoes,44.52,76,"Vargas, Ortiz and Cooper",longheather@example.org,Shoes
7248,however,Women's Clothing,21.22,12,Webb-Lam,emilyruiz@example.org,Bracelet
8583,economy,Men's Clothing,52.28,139,Brown-Roberts,brendachavez@example.net,Leggins
8438,serve,Women's Clothing,39.8,77,"Norman, Griffin and Kirby",jessicadominguez@example.com,Shoes
2776,great,Women's Clothing,64,143,Fernandez PLC,urodriguez@example.com,Shoes
9594,everyone,Women's Shoes,10.59,84,"Merritt, Patel and Bell",holtjustin@example.net,Leggins
4172,reveal,Men's Clothing,29.47,41,Webster-Dudley,eric56@example.net,Formal Shoe
7332,exactly,Men's Clothing,85.27,116,Baker Group,bhenry@example.com,Wrist Watch
9276,of,Women's Shoes,95.04,105,"Arroyo, Williams and Reyes",wmanning@example.net,Bracelet
6462,animal,Men's Accessories,47.96,156,"Rivers, Black and Davidson",clee@example.net,Shoes
8281,allow,Men's Shoes,47.89,60,Harmon-Kerr,leahtrevino@example.org,Pant & shirt
3833,star,Men's Shoes,92.56,83,"Guerra, Mitchell and Garcia",herreraana@example.com,Formal Shoe
9173,maybe,Women's Clothing,91.63,146,"Levine, Meyer and Griffin",smithdawn@example.com,Formal Shoe
7148,among,Men's Shoes,97.58,104,"West, Gates and Yoder",mvaldez@example.com,Pant & shirt
5225,own,Men's Clothing,97.89,150,Hernandez Group,chall@example.org,Bracelet
6723,agreement,Women's Accessories,59.7,132,Avila Inc,mendezphilip@example.org,Pant & shirt
7551,serve,Men's Accessories,84,103,Rodriguez LLC,brownjenna@example.org,Leggins
4971,man,Men's Accessories,44.33,115,"Kelly, Pierce and Mendoza",louismurray@example.org,Formal Shoe
8098,unit,Men's Clothing,52.43,158,"Romero, Vargas and Ramos",josborn@example.org,Bracelet
2382,amount,Men's Shoes,50.21,196,"Greene, White and Gregory",ifoster@example.net,Bracelet
8779,ask,Men's Accessories,85.57,159,Higgins-Davis,joelsmall@example.org,Leggins
1810,think,Women's Accessories,76.38,185,Mcdonald-Price,andersonjulie@example.net,Pant & shirt
9908,whole,Men's Accessories,32.61,117,Stewart-Walton,shannonbrooke@example.com,Pant & shirt
2302,material,Men's Clothing,82.09,84,Bell-Mullins,johnsonsara@example.com,Wrist Watch
5828,evidence,Men's Clothing,48.77,68,Lane PLC,lbradley@example.com,Formal Shoe
6652,move,Men's Clothing,13.69,48,Rhodes Ltd,zavalascott@example.net,Wrist Watch
1937,affect,Men's Clothing,31.84,56,Smith and Sons,shane66@example.com,Pant & shirt
1674,risk,Men's Shoes,70.07,89,Graham Ltd,grace49@example.org,Shoes
8618,reduce,Men's Accessories,87.2,33,"Burns, Schneider and Brown",amosley@example.org,Formal Shoe
7168,weight,Men's Clothing,16.43,72,Becker LLC,ewilson@example.org,Wrist Watch
8951,every,Men's Accessories,16.68,147,Sparks Inc,codyfigueroa@example.com,Formal Shoe
3443,out,Women's Clothing,45.5,189,Huerta-Barnett,nicholasclark@example.org,Formal Shoe
9954,fly,Men's Accessories,47.2,88,Hill Group,lanerobert@example.com,Wrist Watch
5091,several,Men's Clothing,20.96,47,Ball LLC,sarahjohnson@example.org,Wrist Watch
8203,debate,Men's Shoes,59.59,67,Jones-Boyd,amanda55@example.net,Pant & shirt
4117,show,Women's Accessories,10.44,195,"Blevins, Morales and Brown",jerry90@example.org,Pant & shirt
2395,care,Women's Accessories,51.12,42,Little-Taylor,liujeffery@example.org,Pant & shirt
5495,third,Men's Shoes,92.99,50,Dorsey-Torres,manngina@example.net,Leggins
9282,necessary,Men's Shoes,41.04,175,Ramos Ltd,kirstenadams@example.com,Wrist Watch
8020,response,Women's Accessories,97.93,145,White Inc,daviddeleon@example.com,Bracelet
6962,only,Men's Accessories,32.94,83,"Gates, Lewis and Brooks",lindseyjose@example.org,Shoes
5590,break,Men's Clothing,39.45,113,"Golden, Hanson and Armstrong",nhodge@example.net,Bracelet
5053,idea,Men's Shoes,36.66,43,"Watts, Sutton and Brown",zhoover@example.net,Bracelet
2637,gas,Men's Accessories,56.5,46,Manning-Williams,robert37@example.net,Pant & shirt
8154,reach,Men's Clothing,69.84,171,Robinson Ltd,mollylopez@example.net,Wrist Watch
4908,letter,Men's Accessories,78.93,67,Taylor-Booker,brownmelissa@example.org,Pant & shirt
4944,through,Women's Clothing,41.19,191,Rodgers Inc,gary33@example.org,Formal Shoe
3617,save,Women's Clothing,53.28,175,"Ortiz, Ray and Golden",jaclynjohnson@example.org,Leggins
3061,administration,Men's Clothing,52.67,198,Jordan-Baker,zscott@example.com,Wrist Watch
4410,improve,Men's Shoes,37.39,191,"Lewis, Grimes and Hunt",umcguire@example.com,Formal Shoe
7224,provide,Women's Shoes,99.23,26,Mills-Green,tcline@example.com,Pant & shirt
6030,full,Women's Shoes,67.54,123,Allison-Gonzalez,comptonchristopher@example.org,Leggins
2213,firm,Women's Accessories,30.64,156,Dunn Inc,karenmaldonado@example.net,Wrist Watch
3630,culture,Men's Accessories,42.27,25,"Jones, Evans and Boyd",castrojessica@example.org,Wrist Watch
3783,audience,Men's Shoes,26.65,154,Nelson-Kane,egallagher@example.org,Wrist Watch
4302,however,Men's Clothing,24.41,20,"Sutton, Branch and Garcia",gilldavid@example.net,Wrist Watch
4719,talk,Men's Shoes,99.9,40,"Myers, Hill and Hawkins",wgarcia@example.org,Bracelet
2266,herself,Men's Accessories,30.08,178,Butler LLC,troymejia@example.net,Pant & shirt
4244,probably,Women's Shoes,54.55,193,"Johnson, Williams and Hernandez",cathy01@example.com,Formal Shoe
6153,know,Women's Accessories,47.46,136,"Thompson, House and Santos",candacemcmillan@example.com,Pant & shirt
9310,art,Men's Accessories,81.18,191,"Waters, Pena and Johnson",ypierce@example.org,Bracelet
4080,born,Women's Accessories,14.61,140,"Richards, Chavez and Reyes",debrareynolds@example.net,Bracelet
1346,policy,Men's Clothing,95.11,67,"Fleming, Garza and Morris",dmayer@example.org,Pant & shirt
4694,moment,Men's Clothing,99.66,78,Jones Inc,omejia@example.com,Leggins
2248,open,Women's Accessories,83.61,67,"Leblanc, Diaz and Murphy",garrettlaura@example.com,Pant & shirt
4071,rate,Women's Shoes,47.05,113,Stephens Group,evanevans@example.org,Bracelet
6495,clearly,Women's Shoes,95.09,141,Mcdaniel-Fields,susan72@example.com,Formal Shoe
6837,change,Women's Clothing,26.51,192,Dorsey-Flores,michele30@example.org,Shoes
8690,brother,Men's Shoes,53.62,137,"Roberts, Jones and Chavez",michaelchang@example.org,Leggins
8653,likely,Women's Accessories,53.58,50,Carter LLC,pricescott@example.net,Formal Shoe
8934,finish,Women's Accessories,19.45,63,Farrell PLC,dana16@example.net,Shoes
7738,design,Women's Accessories,62.44,128,"Hernandez, Doyle and Garner",gporter@example.net,Pant & shirt
1371,show,Women's Clothing,41.28,35,Maldonado-Lynch,nancysingleton@example.com,Wrist Watch
8920,Mrs,Men's Accessories,70.59,116,"Price, Burgess and Obrien",bwyatt@example.net,Bracelet
2834,little,Women's Accessories,96.47,38,Sellers-Wright,reesepaul@example.org,Wrist Watch
1136,start,Women's Shoes,64.73,85,"Horton, Gould and Smith",schneiderrobert@example.org,Formal Shoe
5214,pressure,Men's Clothing,60.16,13,"Hughes, Martin and Cooper",singletonmichelle@example.org,Shoes
4060,fine,Men's Clothing,29.19,106,"Turner, Williams and Bullock",ustevens@example.net,Bracelet
3316,same,Men's Clothing,59.45,167,"Adams, Carter and Turner",christineking@example.org,Bracelet
7002,main,Men's Accessories,20.27,115,Berry and Sons,nancy95@example.com,Shoes
1766,scene,Women's Accessories,21.64,126,"Glenn, Ball and Douglas",jenkinsbrian@example.com,Wrist Watch
8867,short,Men's Shoes,31.74,170,Hernandez-Williams,franksparks@example.com,Pant & shirt
6855,push,Women's Shoes,92.92,76,"Orr, Morgan and Acosta",dillon30@example.org,Formal Shoe
6264,affect,Women's Shoes,23.09,47,"Williams, Collins and Ross",grayjames@example.net,Bracelet
5969,agent,Men's Accessories,22.73,166,Perkins-Harmon,kevin14@example.com,Shoes
7793,step,Men's Clothing,93.32,107,Estrada-Gomez,xyoung@example.org,Pant & shirt
4919,or,Women's Accessories,51.38,31,Greer and Sons,gina72@example.net,Formal Shoe
9450,order,Women's Accessories,52.48,109,"Jones, Mills and Schmitt",jingram@example.org,Wrist Watch
7942,couple,Men's Clothing,52.95,165,Barker-Becker,athomas@example.net,Shoes
4738,arrive,Men's Clothing,32.13,161,"Ballard, Johnson and Lopez",james57@example.com,Pant & shirt
1238,international,Women's Clothing,31.6,190,"Smith, Nash and Howe",wallacekara@example.net,Shoes
2064,institution,Men's Shoes,53.62,151,Porter-Washington,knightcharles@example.com,Wrist Watch
4745,week,Men's Clothing,65.88,71,Turner-Sanders,maria56@example.org,Wrist Watch
3163,political,Men's Accessories,78.3,144,"Burnett, Romero and Brown",uharrison@example.org,Formal Shoe
3811,assume,Women's Clothing,35.75,178,"Crawford, Hunter and Davis",agarcia@example.net,Leggins
1343,article,Women's Clothing,58.02,157,Jenkins-Crawford,jordan72@example.net,Leggins
8551,development,Women's Clothing,23.6,104,"Lewis, Aguirre and Williams",gordonwalter@example.org,Leggins
7582,pick,Men's Accessories,37.48,187,"West, Allen and Martin",kimberlybrown@example.net,Pant & shirt
7996,number,Men's Accessories,88.73,43,Black LLC,thomas87@example.com,Bracelet
5503,growth,Men's Accessories,75.97,157,"Frye, Carson and Alvarado",thompsonsusan@example.net,Leggins
4042,let,Men's Accessories,87.31,185,Shepard-Powell,dustinclark@example.org,Wrist Watch
9219,foreign,Women's Clothing,19.93,25,"Chan, Kramer and Pearson",ryancarson@example.org,Shoes
8748,item,Men's Clothing,32.44,64,White-Contreras,keith58@example.net,Wrist Watch
2961,walk,Women's Clothing,64.18,164,"Love, Beard and Morrison",carrie55@example.com,Bracelet
6978,total,Men's Accessories,17.02,24,"Taylor, Turner and Finley",jacobgarcia@example.net,Shoes
3856,beautiful,Men's Clothing,75.86,22,"Cole, Tucker and Johnson",teresa00@example.com,Shoes
1930,adult,Men's Clothing,38.97,163,Travis-Rodriguez,sblack@example.com,Wrist Watch
4591,expert,Women's Shoes,69.19,106,Peck-Warren,probertson@example.org,Shoes
2069,key,Men's Shoes,21.88,109,Ritter-Smith,staceyreeves@example.com,Wrist Watch
9784,yeah,Women's Shoes,39.27,193,Le-Jones,vjones@example.com,Pant & shirt
8605,recently,Women's Clothing,56.51,20,Wilson Inc,stephen04@example.org,Bracelet
2092,discuss,Women's Clothing,27.02,188,"Herman, Daniels and Harrington",david68@example.com,Wrist Watch
8641,visit,Men's Shoes,80.99,79,Frazier Ltd,edwardsharry@example.org,Leggins
6387,only,Men's Accessories,19.88,49,Warren PLC,jordancombs@example.net,Formal Shoe
5451,see,Women's Clothing,35.44,66,Massey-Mills,shannonhughes@example.com,Bracelet
2058,deep,Men's Clothing,44.71,128,"Gay, Hodges and Green",stewartjames@example.com,Pant & shirt
7212,his,Men's Clothing,42.53,57,Briggs-Mitchell,courtneysexton@example.com,Bracelet
2222,cultural,Women's Accessories,14.59,96,Jones Ltd,christopherfigueroa@example.com,Leggins
8256,court,Men's Accessories,27.15,137,Mcdonald-Avery,eholt@example.org,Pant & shirt
3673,outside,Men's Clothing,15.15,192,Barker Ltd,hocharles@example.org,Pant & shirt
6964,third,Women's Clothing,49.77,59,Pope Inc,wortega@example.org,Bracelet
1272,economy,Men's Clothing,54.93,191,Phillips LLC,john96@example.com,Pant & shirt
3010,example,Men's Clothing,78.93,22,Smith-Allison,ronaldallen@example.org,Leggins
4182,form,Men's Accessories,77.43,172,Rangel and Sons,joyce09@example.org,Pant & shirt
9489,who,Women's Clothing,36.83,27,Moore-Nguyen,erica69@example.net,Leggins
2009,a,Men's Clothing,53.87,73,Odom and Sons,carrie14@example.net,Pant & shirt
4626,successful,Men's Clothing,81.82,74,"Levy, Santiago and Brewer",pattonkyle@example.net,Leggins
7427,thing,Women's Clothing,78.68,184,"Hall, Doyle and Harris",brandon87@example.com,Bracelet
6662,kitchen,Men's Clothing,14.7,141,Harris-Richardson,shari98@example.com,Bracelet
5152,mission,Men's Accessories,90.46,115,Deleon-King,jonesjared@example.net,Formal Shoe
4950,fish,Men's Shoes,63.74,140,Nelson Group,leekimberly@example.org,Shoes
8632,doctor,Men's Shoes,80.82,99,Flores-Calderon,dnelson@example.net,Wrist Watch
9838,draw,Men's Accessories,79.55,188,Macdonald-Bryant,michaelmonroe@example.org,Wrist Watch
4693,generation,Women's Accessories,68.65,109,Brooks and Sons,lauraguerrero@example.org,Shoes
